Region,Country,ItemType,SalesChannel,OrderID,UnitsSold,UnitPrice,UnitCost
Sub-Saharan Africa,Cote d'Ivoire,Cereal,Offline,603776681,9792,205,117
Middle East and North Africa,Iraq,Office Supplies,Online,401251018,7948,651,524
Sub-Saharan Africa,Democratic Republic of the Congo,Meat,Online,779201734,1963,421,364
Sub-Saharan Africa,Niger,Fruits,Offline,975177657,5594,9,6
Sub-Saharan Africa,Swaziland,Office Supplies,Online,747040116,4626,651,524
Central America and the Caribbean,Saint Vincent and the Grenadines,Personal Care,Online,822962939,1877,81,56
Sub-Saharan Africa,Kenya,Office Supplies,Online,651432454,2194,651,524
Europe,Bulgaria,Vegetables,Offline,651247489,7459,154,90
Middle East and North Africa,Jordan,Beverages,Online,861519372,1582,47,31
Sub-Saharan Africa,Equatorial Guinea,Office Supplies,Offline,491671931,5505,651,524
Middle East and North Africa,Iran,Baby Food,Online,171441495,2203,255,159
Asia,Sri Lanka,Cosmetics,Online,600876891,1680,437,263
Asia,Indonesia,Clothes,Online,300339448,5972,109,35
Sub-Saharan Africa,Rwanda,Baby Food,Offline,560502994,4146,255,159
Europe,Cyprus,Household,Online,492353856,7302,668,502
Central America and the Caribbean,Nicaragua,Snacks,Offline,177190864,3569,152,97
Sub-Saharan Africa,Namibia,Fruits,Offline,216625344,3108,9,6
Europe,Ireland,Personal Care,Offline,382581126,3112,81,56
Central America and the Caribbean,Honduras,Meat,Online,967294538,2804,421,364
Europe,Andorra,Household,Online,533314406,8439,668,502
Australia and Oceania,Solomon Islands,Meat,Online,863502061,8304,421,364
Sub-Saharan Africa,Eritrea,Office Supplies,Online,211031329,7715,651,524
Europe,Russia,Snacks,Online,949388539,4021,152,97
Europe,Portugal,Beverages,Offline,122372519,1603,47,31
Sub-Saharan Africa,Tanzania,Snacks,Offline,694094598,6871,152,97
Europe,France,Clothes,Offline,298978602,3267,109,35
Europe,Belarus,Clothes,Offline,691760861,6266,109,35
Central America and the Caribbean,Dominica,Household,Online,997490203,8372,668,502
Australia and Oceania,Samoa,Office Supplies,Online,861527955,4122,651,524
Central America and the Caribbean,El Salvador,Snacks,Offline,899547946,5082,152,97
Europe,Serbia,Meat,Offline,447536504,4852,421,364
Asia,South Korea,Fruits,Online,711792457,4060,9,6
Central America and the Caribbean,Nicaragua,Office Supplies,Offline,718927133,5370,651,524
Sub-Saharan Africa,Tanzania,Clothes,Offline,465864360,8471,109,35
Europe,Poland,Vegetables,Offline,469840466,5090,154,90
Europe,Armenia,Snacks,Offline,418404281,3979,152,97
Middle East and North Africa,United Arab Emirates,Cosmetics,Offline,519417130,5926,437,263
Central America and the Caribbean,Saint Vincent and the Grenadines,Clothes,Online,151052844,8748,109,35
Central America and the Caribbean,Guatemala,Meat,Offline,111797749,2293,421,364
Sub-Saharan Africa,Botswana,Personal Care,Online,370450675,3442,81,56
Europe,Austria,Snacks,Online,516122949,1105,152,97
Europe,Albania,Cosmetics,Offline,208238399,1224,437,263
Europe,Georgia,Fruits,Online,526533353,1775,9,6
Central America and the Caribbean,Nicaragua,Beverages,Online,821056640,7760,47,31
Asia,Singapore,Personal Care,Offline,962169587,6217,81,56
Middle East and North Africa,Bahrain,Cereal,Online,890546023,1213,205,117
Asia,Myanmar,Household,Offline,167172276,8846,668,502
Central America and the Caribbean,Antigua and Barbuda,Snacks,Online,223347175,2247,152,97
Asia,Taiwan,Clothes,Online,310682046,6576,109,35
Sub-Saharan Africa,Djibouti,Snacks,Offline,651100718,4026,152,97
Middle East and North Africa,Saudi Arabia,Baby Food,Online,186839520,8821,255,159
Sub-Saharan Africa,Seychelles,Household,Online,630447280,2215,668,502
Sub-Saharan Africa,Equatorial Guinea,Office Supplies,Offline,614785325,7494,651,524
Europe,Iceland,Meat,Online,643027484,4977,421,364
Middle East and North Africa,Israel,Personal Care,Offline,838660085,7011,81,56
Australia and Oceania,Nauru,Personal Care,Online,495481956,2976,81,56
Europe,Hungary,Beverages,Online,327604424,4284,47,31
Europe,Ukraine,Meat,Offline,219451320,9377,421,364
Europe,France,Personal Care,Online,575758969,8729,81,56
Middle East and North Africa,Saudi Arabia,Snacks,Online,971576201,9843,152,97
Europe,Malta,Office Supplies,Offline,602264344,2258,651,524
North America,United States of America,Snacks,Online,533497226,2539,152,97
Asia,Uzbekistan,Cosmetics,Online,551261174,9287,437,263
Asia,Tajikistan,Personal Care,Offline,511855018,8129,81,56
Europe,Belgium,Cereal,Offline,791890084,6728,205,117
Sub-Saharan Africa,South Sudan,Snacks,Offline,938290202,9777,152,97
Australia and Oceania,Nauru,Meat,Offline,118291699,3997,421,364
Asia,Bangladesh,Cosmetics,Online,269443404,3146,437,263
Europe,Liechtenstein,Fruits,Offline,249606645,3008,9,6
Australia and Oceania,Australia,Clothes,Offline,786955249,6401,109,35
Middle East and North Africa,Lebanon,Baby Food,Online,429975545,8174,255,159
Europe,Belgium,Household,Offline,497466361,206,668,502
Middle East and North Africa,Afghanistan,Cereal,Online,128539025,6409,205,117
Asia,Malaysia,Clothes,Online,332617366,7725,109,35
Europe,Belarus,Clothes,Offline,839437711,7128,109,35
Europe,Luxembourg,Office Supplies,Online,549048888,4622,651,524
Australia and Oceania,Fiji,Clothes,Online,681812226,2244,109,35
Sub-Saharan Africa,Ethiopia,Baby Food,Offline,728401553,9061,255,159
Central America and the Caribbean,Nicaragua,Beverages,Offline,699803197,6172,47,31
Sub-Saharan Africa,Ethiopia,Personal Care,Online,677315986,1706,81,56
Middle East and North Africa,Egypt,Personal Care,Offline,362551248,5826,81,56
Europe,Finland,Snacks,Online,427432811,5722,152,97
Central America and the Caribbean,Haiti,Snacks,Online,264197003,619,152,97
Sub-Saharan Africa,Comoros,Vegetables,Online,235392653,6772,154,90
Middle East and North Africa,United Arab Emirates,Household,Offline,323881089,2467,668,502
Europe,Andorra,Office Supplies,Online,582836139,3020,651,524
Sub-Saharan Africa,Angola,Household,Online,685744130,5782,668,502
Sub-Saharan Africa,Comoros,Baby Food,Offline,376403892,5131,255,159
Central America and the Caribbean,Haiti,Vegetables,Online,818926751,7479,154,90
Australia and Oceania,Federated States of Micronesia,Beverages,Online,547736537,6268,47,31
Middle East and North Africa,Iran,Household,Offline,417569577,6972,668,502
Middle East and North Africa,Algeria,Clothes,Online,453474700,2096,109,35
Central America and the Caribbean,Saint Kitts and Nevis,Clothes,Offline,300813233,6175,109,35
Sub-Saharan Africa,Ghana,Household,Online,575259006,778,668,502
Central America and the Caribbean,The Bahamas,Cereal,Online,612798345,9503,205,117
Europe,Netherlands,Clothes,Offline,719730079,2979,109,35
Sub-Saharan Africa,Djibouti,Cereal,Offline,822665536,3868,205,117
Asia,Thailand,Clothes,Offline,918528544,1863,109,35
Middle East and North Africa,Oman,Baby Food,Offline,624555432,8686,255,159
Australia and Oceania,Tonga,Fruits,Online,528295028,3093,9,6
Europe,Bulgaria,Household,Online,837608659,5871,668,502
Europe,Norway,Meat,Online,930670154,4835,421,364
Central America and the Caribbean,Barbados,Clothes,Online,705965840,9835,109,35
Middle East and North Africa,Jordan,Meat,Offline,132294547,7751,421,364
Sub-Saharan Africa,Guinea-Bissau,Household,Offline,598767602,7494,668,502
Asia,Uzbekistan,Cereal,Offline,864808833,5007,205,117
Australia and Oceania,Vanuatu,Meat,Offline,210154569,8262,421,364
Europe,Portugal,Clothes,Offline,684853637,2265,109,35
North America,Canada,Fruits,Offline,359267365,4052,9,6
Central America and the Caribbean,Dominican Republic,Clothes,Online,974069583,7690,109,35
Australia and Oceania,East Timor,Meat,Offline,290246617,9279,421,364
Middle East and North Africa,Libya,Cereal,Online,639097297,1947,205,117
Australia and Oceania,Tuvalu,Household,Online,372232949,856,668,502
Middle East and North Africa,Qatar,Household,Online,611577403,8199,668,502
Sub-Saharan Africa,Ghana,Baby Food,Offline,299366986,8199,255,159
Sub-Saharan Africa,Namibia,Snacks,Online,248150527,2110,152,97
Central America and the Caribbean,Antigua and Barbuda,Fruits,Online,890789353,3220,9,6
Europe,Montenegro,Cereal,Offline,930457293,1845,205,117
Sub-Saharan Africa,Uganda,Cereal,Online,490640676,334,205,117
Sub-Saharan Africa,Equatorial Guinea,Fruits,Online,665138328,8067,9,6
Central America and the Caribbean,Jamaica,Baby Food,Online,368061578,6455,255,159
Central America and the Caribbean,Saint Lucia,Cosmetics,Offline,383834254,3940,437,263
Sub-Saharan Africa,Ghana,Cosmetics,Offline,217192685,997,437,263
Europe,Estonia,Office Supplies,Offline,343185698,5129,651,524
Central America and the Caribbean,Honduras,Vegetables,Online,857174623,5874,154,90
Middle East and North Africa,Syria,Fruits,Offline,124833285,9798,9,6
Sub-Saharan Africa,Eritrea,Fruits,Offline,632148015,5500,9,6
Asia,Indonesia,Household,Online,435417640,8610,668,502
Australia and Oceania,Kiribati,Office Supplies,Offline,811253488,6790,651,524
Central America and the Caribbean,Saint Kitts and Nevis,Meat,Online,406579387,4730,421,364
Middle East and North Africa,Tunisia,Clothes,Online,188631665,9156,109,35
Middle East and North Africa,Somalia,Cosmetics,Online,294959151,3822,437,263
Australia and Oceania,Solomon Islands,Vegetables,Online,483423173,4514,154,90
Middle East and North Africa,Tunisia,Cereal,Offline,582197558,4050,205,117
Sub-Saharan Africa,Cameroon,Snacks,Online,939768636,7278,152,97
Europe,France,Cosmetics,Online,174935233,6078,437,263
Middle East and North Africa,Egypt,Meat,Online,126808679,4361,421,364
Europe,Romania,Fruits,Offline,904812800,3069,9,6
Europe,Romania,Personal Care,Online,438683927,5177,81,56
Sub-Saharan Africa,Kenya,Snacks,Online,328470885,689,152,97
Sub-Saharan Africa,Tanzania,Baby Food,Offline,894535005,1641,255,159
Sub-Saharan Africa,Comoros,Fruits,Online,727550113,7101,9,6
Australia and Oceania,Vanuatu,Office Supplies,Online,738502538,8167,651,524
Australia and Oceania,Fiji,Office Supplies,Offline,108691108,2969,651,524
Central America and the Caribbean,Costa Rica,Cosmetics,Online,339727151,1668,437,263
Europe,Iceland,Fruits,Offline,303534495,1457,9,6
Sub-Saharan Africa,Burkina Faso,Office Supplies,Online,292349469,1559,651,524
Middle East and North Africa,Morocco,Cosmetics,Offline,668720901,8230,437,263
Central America and the Caribbean,Guatemala,Cereal,Offline,515510118,9754,205,117
Sub-Saharan Africa,South Africa,Meat,Offline,785890948,1451,421,364
Sub-Saharan Africa,Zimbabwe,Snacks,Online,253349721,667,152,97
Asia,India,Fruits,Offline,461685264,1784,9,6
Europe,Liechtenstein,Baby Food,Online,775008904,1212,255,159
Central America and the Caribbean,Guatemala,Fruits,Online,627744472,2394,9,6
Asia,Taiwan,Beverages,Online,874628293,803,47,31
Sub-Saharan Africa,Lesotho,Baby Food,Online,640709197,8944,255,159
Europe,Greece,Fruits,Online,471348512,1354,9,6
Australia and Oceania,Tuvalu,Household,Offline,982220065,9599,668,502
Sub-Saharan Africa,Cape Verde,Snacks,Offline,609310185,7279,152,97
Sub-Saharan Africa,Tanzania,Office Supplies,Offline,558917701,5023,651,524
Sub-Saharan Africa,Togo,Beverages,Online,757653939,5492,47,31
Europe,Malta,Baby Food,Offline,302442729,8379,255,159
Asia,Kazakhstan,Snacks,Online,610520398,5408,152,97
Sub-Saharan Africa,Gabon,Beverages,Online,469435775,5333,47,31
Europe,Macedonia,Vegetables,Online,987050187,8940,154,90
Europe,Bulgaria,Office Supplies,Online,641537463,4047,651,524
Central America and the Caribbean,Cuba,Cosmetics,Offline,231383931,502,437,263
Sub-Saharan Africa,Guinea-Bissau,Personal Care,Online,625388419,5186,81,56
Europe,Czech Republic,Household,Offline,512662255,7009,668,502
Asia,Laos,Fruits,Online,452629268,1914,9,6
Sub-Saharan Africa,Chad,Baby Food,Online,625025784,7874,255,159
Europe,Germany,Clothes,Offline,379900634,9895,109,35
Asia,China,Cereal,Online,487615144,5012,205,117
Asia,Myanmar,Personal Care,Offline,888843142,7293,81,56
Sub-Saharan Africa,Namibia,Personal Care,Offline,244570958,2836,81,56
Australia and Oceania,Australia,Personal Care,Offline,886097419,4772,81,56
Australia and Oceania,Australia,Snacks,Offline,265033853,8261,152,97
Sub-Saharan Africa,Lesotho,Household,Online,403304088,5497,668,502
Europe,Georgia,Cereal,Online,243144452,701,205,117
Sub-Saharan Africa,Seychelles,Vegetables,Online,597103774,5131,154,90
Europe,Malta,Cosmetics,Online,998043382,2070,437,263
Central America and the Caribbean,Belize,Clothes,Offline,149137103,1838,109,35
Sub-Saharan Africa,Cameroon,Snacks,Offline,873871266,6782,152,97
Central America and the Caribbean,Dominica,Cosmetics,Offline,666044700,6282,437,263
Australia and Oceania,Marshall Islands,Vegetables,Online,239768731,1751,154,90
Sub-Saharan Africa,Niger,Cereal,Offline,379467189,1629,205,117
Middle East and North Africa,Somalia,Beverages,Online,589876401,6390,47,31
Europe,Spain,Fruits,Offline,446045196,3540,9,6
Sub-Saharan Africa,South Sudan,Meat,Offline,943334901,2615,421,364
Asia,Bangladesh,Beverages,Offline,447419345,182,47,31
Europe,Lithuania,Household,Offline,544284856,4839,668,502
Asia,Brunei,Baby Food,Online,190230262,2217,255,159
Central America and the Caribbean,Panama,Snacks,Online,661866891,9976,152,97
Europe,Romania,Vegetables,Offline,606118571,2809,154,90
Central America and the Caribbean,Guatemala,Cosmetics,Offline,990221631,7440,437,263
North America,Canada,Office Supplies,Online,151724898,7624,651,524
Central America and the Caribbean,Jamaica,Personal Care,Offline,548489701,9146,81,56
Central America and the Caribbean,Saint Kitts and Nevis,Personal Care,Online,208689868,4824,81,56
Middle East and North Africa,Somalia,Clothes,Online,380811727,9507,109,35
Europe,Portugal,Snacks,Online,583654105,5075,152,97
Middle East and North Africa,Tunisia,Cereal,Online,856328332,5438,205,117
Australia and Oceania,East Timor,Baby Food,Offline,408258235,1539,255,159
Sub-Saharan Africa,Comoros,Household,Online,769180142,6352,668,502
Middle East and North Africa,Libya,Meat,Online,839142882,9881,421,364
Australia and Oceania,Australia,Office Supplies,Online,938507783,4164,651,524
Sub-Saharan Africa,Djibouti,Household,Offline,557948672,8266,668,502
Europe,Moldova,Baby Food,Online,608451879,3287,255,159
Middle East and North Africa,Iran,Meat,Offline,271316230,7356,421,364
Asia,Japan,Snacks,Offline,148153054,636,152,97
Europe,Romania,Beverages,Online,910886180,317,47,31
Sub-Saharan Africa,Madagascar,Cereal,Online,151751935,5625,205,117
Sub-Saharan Africa,Guinea-Bissau,Fruits,Offline,933299148,2813,9,6
Asia,Brunei,Personal Care,Offline,538389146,167,81,56
Europe,Vatican City,Snacks,Offline,820195758,3006,152,97
Middle East and North Africa,Qatar,Cereal,Online,552205312,8678,205,117
Europe,Lithuania,Clothes,Online,378216636,1562,109,35
Middle East and North Africa,Tunisia,Beverages,Online,562341058,8070,47,31
Europe,Denmark,Clothes,Online,539002406,1645,109,35
Asia,Tajikistan,Fruits,Online,262937009,7759,9,6
Europe,Serbia,Office Supplies,Online,659193694,8918,651,524
Middle East and North Africa,Algeria,Baby Food,Online,473133790,9657,255,159
Europe,Andorra,Beverages,Online,320431125,1545,47,31
Sub-Saharan Africa,Swaziland,Clothes,Online,437072026,8180,109,35
Europe,Liechtenstein,Vegetables,Offline,229355323,192,154,90
Asia,Turkmenistan,Baby Food,Offline,523892343,241,255,159
Sub-Saharan Africa,Kenya,Office Supplies,Offline,417606914,8021,651,524
Australia and Oceania,Fiji,Snacks,Online,427735364,5254,152,97
Central America and the Caribbean,Cuba,Clothes,Offline,241826522,697,109,35
Central America and the Caribbean,Dominican Republic,Cosmetics,Offline,967741715,5134,437,263
Middle East and North Africa,Saudi Arabia,Personal Care,Offline,183654773,6383,81,56
Sub-Saharan Africa,Angola,Clothes,Online,488052022,4294,109,35
Europe,Macedonia,Beverages,Offline,949732291,5745,47,31
Australia and Oceania,Kiribati,Snacks,Online,257806909,9648,152,97
Asia,South Korea,Meat,Online,771699702,1946,421,364
Europe,San Marino,Household,Online,871147000,611,668,502
Europe,Cyprus,Baby Food,Online,806197631,649,255,159
Central America and the Caribbean,Cuba,Cereal,Online,447212922,9097,205,117
Central America and the Caribbean,Saint Lucia,Personal Care,Offline,634866702,20,81,56
Sub-Saharan Africa,Liberia,Clothes,Online,930145299,9519,109,35
Sub-Saharan Africa,Central African Republic,Fruits,Offline,964347541,722,9,6
Australia and Oceania,Australia,Cosmetics,Offline,889084756,8792,437,263
Europe,Lithuania,Beverages,Offline,926280772,5919,47,31
Asia,Bhutan,Office Supplies,Online,918171918,6329,651,524
Australia and Oceania,Nauru,Beverages,Online,777307021,1276,47,31
Europe,Greece,Vegetables,Offline,936547410,4046,154,90
Sub-Saharan Africa,Gabon,Household,Offline,999066913,4956,668,502
North America,Canada,Household,Online,188351857,6355,668,502
Europe,Slovenia,Cosmetics,Online,498201072,7623,437,263
Europe,Cyprus,Snacks,Offline,842725884,171,152,97
Asia,Nepal,Fruits,Offline,206350123,2442,9,6
Sub-Saharan Africa,Guinea-Bissau,Snacks,Online,793810117,4909,152,97
Sub-Saharan Africa,Cote d'Ivoire,Vegetables,Offline,380154693,5076,154,90
Middle East and North Africa,Kuwait,Clothes,Offline,860745179,2481,109,35
Sub-Saharan Africa,Mozambique,Household,Online,601255404,3690,668,502
Asia,Uzbekistan,Cosmetics,Offline,287671697,7303,437,263
Asia,South Korea,Office Supplies,Online,676292884,8948,651,524
Europe,Latvia,Office Supplies,Online,343730294,6287,651,524
Europe,Georgia,Vegetables,Online,636907756,4013,154,90
Asia,China,Clothes,Online,723061597,8849,109,35
Sub-Saharan Africa,Tanzania,Snacks,Online,739740645,4551,152,97
Europe,Czech Republic,Cereal,Online,444806230,6903,205,117
Asia,Nepal,Vegetables,Online,566432178,8724,154,90
Sub-Saharan Africa,Sao Tome and Principe,Baby Food,Online,553104817,4862,255,159
Central America and the Caribbean,Saint Kitts and Nevis,Clothes,Offline,823622977,7197,109,35
Europe,Latvia,Snacks,Online,517097985,9640,152,97
Europe,Netherlands,Beverages,Offline,642953670,3134,47,31
