region,edad,estado_civil,ingreso_mensual,fact_exp
Región del Libertador Gral. Bernardo O'Higgins,28,Conviviente o pareja sin acuerdo de unión civil,250000,109
Región Metropolitana de Santiago,33,Casado(a),1700000,272
Región de Valparaíso,39,Soltero(a),1700000,84
Región Metropolitana de Santiago,47,Soltero(a),380000,490
Región de Coquimbo,49,Casado(a),270000,49
Región de Aysén del Gral. Carlos Ibáñez del Campo,35,Soltero(a),450000,22
Región de Los Lagos,47,Conviviente o pareja sin acuerdo de unión civil,75000,67
Región de Antofagasta,54,Separado(a),250000,135
Región Metropolitana de Santiago,46,Conviviente o pareja sin acuerdo de unión civil,320000,208
Región Metropolitana de Santiago,46,Soltero(a),310000,483
Región Metropolitana de Santiago,50,Divorciado (a),980000,231
Región Metropolitana de Santiago,32,Soltero(a),3670000,212
Región Metropolitana de Santiago,27,Conviviente o pareja sin acuerdo de unión civil,830000,308
Región Metropolitana de Santiago,39,Casado(a),1300000,129
Región del Biobío,61,Casado(a),220000,77
Región de Coquimbo,42,Soltero(a),160000,52
Región de Ñuble,41,Casado(a),180000,29
Región del Maule,40,Soltero(a),320000,169
Región de Aysén del Gral. Carlos Ibáñez del Campo,42,Soltero(a),1500000,24
Región Metropolitana de Santiago,29,Conviviente o pareja sin acuerdo de unión civil,850000,233
Región de Atacama,26,Soltero(a),150000,25
Región del Libertador Gral. Bernardo O'Higgins,56,Casado(a),320000,60
Región de Los Ríos,33,Casado(a),150000,49
Región de Valparaíso,51,Conviviente o pareja sin acuerdo de unión civil,322000,130
Región de Valparaíso,49,Divorciado (a),170000,166
Región de Magallanes y de la Antártica Chilena,63,Casado(a),360000,24
Región de Aysén del Gral. Carlos Ibáñez del Campo,41,Separado(a),750000,63
Región de Valparaíso,36,Soltero(a),380000,82
Región de Coquimbo,48,Separado(a),350000,81
Región Metropolitana de Santiago,35,Casado(a),480000,224
Región de Atacama,45,Conviviente o pareja sin acuerdo de unión civil,320000,26
Región Metropolitana de Santiago,53,Soltero(a),1700000,77
Región Metropolitana de Santiago,28,Soltero(a),370000,270
Región Metropolitana de Santiago,26,Soltero(a),580000,486
Región de Magallanes y de la Antártica Chilena,59,Casado(a),326000,25
Región de Tarapacá,42,Conviviente o pareja sin acuerdo de unión civil,1700000,48
Región del Libertador Gral. Bernardo O'Higgins,52,Conviviente o pareja sin acuerdo de unión civil,320000,72
Región del Maule,31,Soltero(a),301000,81
Región de Antofagasta,54,Casado(a),650000,120
Región de Antofagasta,33,Separado(a),320000,202
Región Metropolitana de Santiago,71,Casado(a),301000,78
Región de La Araucanía,47,Separado(a),250000,142
Región Metropolitana de Santiago,62,Casado(a),1200000,688
Región de Tarapacá,49,Separado(a),330000,43
Región Metropolitana de Santiago,26,Conviviente o pareja sin acuerdo de unión civil,380000,59
Región de Ñuble,61,Casado(a),60000,111
Región del Libertador Gral. Bernardo O'Higgins,23,Conviviente o pareja sin acuerdo de unión civil,302000,73
Región de Los Lagos,26,Conviviente o pareja sin acuerdo de unión civil,450000,55
Región de Aysén del Gral. Carlos Ibáñez del Campo,63,Conviviente o pareja sin acuerdo de unión civil,480000,12
Región de Antofagasta,49,Casado(a),620000,99
Región de Valparaíso,59,Separado(a),350000,103
Región del Maule,71,Casado(a),320000,111
Región de Tarapacá,29,Soltero(a),326000,39
Región de Coquimbo,27,Soltero(a),180000,98
Región del Biobío,25,Soltero(a),320000,99
Región de Los Ríos,34,Casado(a),332000,43
Región de Valparaíso,32,Casado(a),776000,115
Región Metropolitana de Santiago,23,Casado(a),350000,308
Región Metropolitana de Santiago,32,Casado(a),3700000,195
Región de Tarapacá,49,Divorciado (a),2500000,46
Región del Biobío,48,Casado(a),480000,100
Región de Coquimbo,63,Casado(a),480000,151
Región Metropolitana de Santiago,59,Separado(a),720000,87
Región de Aysén del Gral. Carlos Ibáñez del Campo,32,Conviviente o pareja sin acuerdo de unión civil,280000,23
Región del Biobío,35,Soltero(a),350000,156
Región Metropolitana de Santiago,31,Soltero(a),350000,388
Región del Libertador Gral. Bernardo O'Higgins,55,Separado(a),60000,212
Región del Libertador Gral. Bernardo O'Higgins,19,Soltero(a),310000,86
Región del Biobío,35,Conviviente o pareja sin acuerdo de unión civil,250000,57
Región de Magallanes y de la Antártica Chilena,30,Soltero(a),230000,23
Región Metropolitana de Santiago,25,Soltero(a),150000,65
Región de Valparaíso,44,Casado(a),650000,65
Región de Valparaíso,36,Divorciado (a),450000,95
Región de Los Lagos,29,Soltero(a),330000,78
Región de Atacama,30,Casado(a),570000,49
Región del Biobío,47,Casado(a),518000,60
Región Metropolitana de Santiago,31,Soltero(a),1200000,149
Región del Biobío,49,Casado(a),340000,83
Región de Aysén del Gral. Carlos Ibáñez del Campo,70,Soltero(a),420000,16
Región Metropolitana de Santiago,53,Soltero(a),310000,108
Región del Maule,20,Soltero(a),280000,187
Región de La Araucanía,46,Divorciado (a),333000,112
Región de Los Lagos,63,Casado(a),320000,46
Región de Tarapacá,65,Divorciado (a),310000,47
Región del Biobío,42,Casado(a),480000,87
Región Metropolitana de Santiago,58,Soltero(a),320000,69
Región Metropolitana de Santiago,54,Conviviente o pareja sin acuerdo de unión civil,370000,50
Región Metropolitana de Santiago,52,Viudo(a),380000,274
Región de Aysén del Gral. Carlos Ibáñez del Campo,50,Casado(a),1400000,19
Región del Maule,57,Conviviente o pareja sin acuerdo de unión civil,450000,71
Región de Los Lagos,73,Soltero(a),180000,97
Región del Maule,19,Soltero(a),320000,31
Región de La Araucanía,62,Casado(a),253000,66
Región Metropolitana de Santiago,55,Conviviente o pareja sin acuerdo de unión civil,329000,495
Región del Libertador Gral. Bernardo O'Higgins,45,Conviviente o pareja sin acuerdo de unión civil,420000,67
Región del Libertador Gral. Bernardo O'Higgins,52,Casado(a),496000,72
Región de Valparaíso,36,Conviviente o pareja sin acuerdo de unión civil,1500000,114
Región de Tarapacá,29,Conviviente o pareja sin acuerdo de unión civil,380000,29
Región de Arica y Parinacota,42,Soltero(a),1200000,34
Región de Arica y Parinacota,55,Separado(a),320000,41
Región de Antofagasta,24,Soltero(a),150000,84
Región del Biobío,50,Casado(a),512000,108
Región de Los Lagos,53,Casado(a),250000,43
Región Metropolitana de Santiago,56,Conviviente o pareja sin acuerdo de unión civil,380000,166
Región del Biobío,65,Casado(a),480000,49
Región de Ñuble,52,Casado(a),320000,81
Región del Biobío,30,Soltero(a),350000,123
Región de Ñuble,39,Conviviente o pareja sin acuerdo de unión civil,630000,96
Región de Los Lagos,18,Soltero(a),350000,54
Región del Maule,43,Soltero(a),316000,72
Región de Coquimbo,33,Conviviente o pareja sin acuerdo de unión civil,320000,63
Región del Libertador Gral. Bernardo O'Higgins,30,Conviviente o pareja sin acuerdo de unión civil,320000,85
Región del Libertador Gral. Bernardo O'Higgins,53,Divorciado (a),320000,64
Región de Los Lagos,33,Casado(a),1500000,75
Región del Biobío,71,Casado(a),998000,141
Región de Los Ríos,51,Soltero(a),809000,44
Región de La Araucanía,44,Conviviente o pareja sin acuerdo de unión civil,750000,112
Región de La Araucanía,33,Casado(a),1300000,62
Región de Tarapacá,28,Conviviente o pareja sin acuerdo de unión civil,1100000,106
Región del Maule,68,Viudo(a),77000,39
Región de Ñuble,29,Soltero(a),340000,96
Región del Libertador Gral. Bernardo O'Higgins,49,Conviviente o pareja sin acuerdo de unión civil,380000,99
Región Metropolitana de Santiago,55,Separado(a),350000,176
Región del Maule,62,Casado(a),850000,83
Región del Maule,40,Conviviente o pareja sin acuerdo de unión civil,322000,130
Región Metropolitana de Santiago,40,Soltero(a),350000,188
Región Metropolitana de Santiago,56,Conviviente o pareja sin acuerdo de unión civil,550000,201
Región del Biobío,28,Soltero(a),1500000,64
Región de Ñuble,26,Soltero(a),495000,84
Región del Biobío,49,Conviviente o pareja sin acuerdo de unión civil,550000,214
Región de Valparaíso,52,Separado(a),450000,105
Región del Biobío,45,Soltero(a),350000,116
Región de Valparaíso,31,Soltero(a),360000,29
Región de Magallanes y de la Antártica Chilena,25,Conviviente o pareja sin acuerdo de unión civil,320000,36
Región de Los Ríos,40,Soltero(a),260000,33
Región de Tarapacá,47,Soltero(a),548000,53
Región de Tarapacá,57,Soltero(a),530000,33
Región de Aysén del Gral. Carlos Ibáñez del Campo,55,Casado(a),450000,20
Región de Los Ríos,61,Separado(a),290000,44
Región Metropolitana de Santiago,28,Soltero(a),325000,214
Región Metropolitana de Santiago,21,Soltero(a),450000,208
Región de Valparaíso,30,Conviviente o pareja sin acuerdo de unión civil,320000,61
Región del Biobío,46,Soltero(a),398000,1086
Región Metropolitana de Santiago,24,Soltero(a),180000,148
Región del Maule,44,Viudo(a),213000,71
Región de Aysén del Gral. Carlos Ibáñez del Campo,42,Soltero(a),270000,23
Región de Atacama,64,Separado(a),220000,31
Región Metropolitana de Santiago,40,Soltero(a),450000,74
Región del Libertador Gral. Bernardo O'Higgins,56,Conviviente o pareja sin acuerdo de unión civil,160000,78
Región de Atacama,48,Casado(a),280000,54
Región de La Araucanía,46,Separado(a),325000,82
Región de La Araucanía,58,Casado(a),320000,28
Región del Maule,57,Soltero(a),330000,68
Región Metropolitana de Santiago,44,Casado(a),120000,171
Región de Tarapacá,35,Soltero(a),60000,34
Región Metropolitana de Santiago,29,Conviviente o pareja sin acuerdo de unión civil,515000,233
Región de Atacama,31,Soltero(a),350000,35
Región de La Araucanía,63,Soltero(a),45000,134
Región Metropolitana de Santiago,48,Conviviente o pareja sin acuerdo de unión civil,350000,230
Región de Arica y Parinacota,40,Casado(a),2400000,66
Región de Valparaíso,23,Soltero(a),213000,171
Región Metropolitana de Santiago,41,Divorciado (a),450000,260
Región de Atacama,52,Soltero(a),1900000,42
Región del Maule,33,Conviviente o pareja sin acuerdo de unión civil,315000,108
Región del Libertador Gral. Bernardo O'Higgins,45,Soltero(a),320000,144
Región del Maule,23,Soltero(a),250000,47
Región de Los Ríos,46,Soltero(a),180000,32
Región del Biobío,64,Casado(a),380000,73
Región de Arica y Parinacota,35,Soltero(a),450000,22
Región del Maule,64,Casado(a),320000,207
Región de Valparaíso,60,Casado(a),350000,22
Región Metropolitana de Santiago,55,Soltero(a),530000,65
Región de Atacama,25,Soltero(a),270000,36
Región de Atacama,48,Conviviente o pareja sin acuerdo de unión civil,1500000,44
Región de Valparaíso,45,Casado(a),2600000,120
Región de Valparaíso,47,Casado(a),3500000,129
Región del Libertador Gral. Bernardo O'Higgins,28,Casado(a),350000,102
Región Metropolitana de Santiago,39,Casado(a),1080000,106
Región del Libertador Gral. Bernardo O'Higgins,21,Soltero(a),280000,57
Región de Valparaíso,56,Casado(a),450000,88
Región de La Araucanía,62,Casado(a),80000,32
Región de Magallanes y de la Antártica Chilena,23,Soltero(a),250000,25
Región de Antofagasta,31,Soltero(a),650000,59
Región de Los Lagos,47,Casado(a),650000,61
Región de Valparaíso,55,Casado(a),385000,176
Región Metropolitana de Santiago,53,Casado(a),250000,270
Región de Aysén del Gral. Carlos Ibáñez del Campo,37,Soltero(a),1300000,30
Región del Maule,58,Separado(a),312000,64
Región del Libertador Gral. Bernardo O'Higgins,52,Casado(a),320000,239
Región de Tarapacá,54,Conviviente o pareja sin acuerdo de unión civil,320000,34
Región Metropolitana de Santiago,27,Soltero(a),1500000,171
Región de Los Lagos,35,Casado(a),980000,100
Región del Maule,50,Casado(a),780000,72
Región Metropolitana de Santiago,33,Conviviente o pareja sin acuerdo de unión civil,326000,214
Región de Coquimbo,47,Casado(a),2800000,124
Región de Coquimbo,26,Soltero(a),350000,107
Región de Antofagasta,23,Soltero(a),450000,82
Región de La Araucanía,54,Casado(a),250000,77
Región de Los Lagos,27,Soltero(a),780000,108
Región de Atacama,42,Soltero(a),413000,29
Región del Libertador Gral. Bernardo O'Higgins,53,Conviviente o pareja sin acuerdo de unión civil,417000,69
Región de La Araucanía,34,Conviviente o pareja sin acuerdo de unión civil,560000,76
Región del Libertador Gral. Bernardo O'Higgins,47,Casado(a),580000,64
Región Metropolitana de Santiago,48,Soltero(a),1500000,375
Región de La Araucanía,39,Casado(a),1300000,90
Región del Libertador Gral. Bernardo O'Higgins,40,Soltero(a),320000,58
Región de Valparaíso,47,Separado(a),450000,112
Región de Magallanes y de la Antártica Chilena,43,Separado(a),290000,31
Región de La Araucanía,36,Casado(a),1500000,70
Región del Libertador Gral. Bernardo O'Higgins,48,Conviviente o pareja sin acuerdo de unión civil,350000,100
Región del Libertador Gral. Bernardo O'Higgins,39,Soltero(a),226000,433
Región Metropolitana de Santiago,37,Soltero(a),34000,492
Región de Coquimbo,23,Conviviente o pareja sin acuerdo de unión civil,490000,96
Región de Magallanes y de la Antártica Chilena,29,Soltero(a),650000,29
Región del Maule,55,Separado(a),255000,78
Región de Tarapacá,54,Conviviente o pareja sin acuerdo de unión civil,370000,45
Región del Libertador Gral. Bernardo O'Higgins,25,Soltero(a),420000,22
Región Metropolitana de Santiago,27,Casado(a),450000,214
Región del Maule,51,Casado(a),320000,73
Región de Valparaíso,60,Soltero(a),118800,137
Región Metropolitana de Santiago,42,Casado(a),1900000,235
Región de Los Lagos,75,Viudo(a),350000,20
Región de Los Ríos,40,Conviviente o pareja sin acuerdo de unión civil,450000,53
Región de Arica y Parinacota,18,Soltero(a),301000,26
Región del Biobío,54,Soltero(a),301000,106
Región de Los Lagos,43,Conviviente o pareja sin acuerdo de unión civil,1500000,56
Región de La Araucanía,20,Soltero(a),150000,88
Región de Arica y Parinacota,29,Conviviente o pareja sin acuerdo de unión civil,280000,31
Región del Maule,39,Separado(a),270000,95
Región de Aysén del Gral. Carlos Ibáñez del Campo,40,Conviviente o pareja sin acuerdo de unión civil,480000,21
Región Metropolitana de Santiago,32,Conviviente o pareja sin acuerdo de unión civil,90000,186
Región de Atacama,19,Soltero(a),305000,64
Región del Biobío,41,Casado(a),450000,185
Región Metropolitana de Santiago,23,Conviviente o pareja sin acuerdo de unión civil,320000,213
Región del Libertador Gral. Bernardo O'Higgins,54,Conviviente o pareja sin acuerdo de unión civil,250000,87
Región Metropolitana de Santiago,26,Conviviente o pareja sin acuerdo de unión civil,150000,363
Región del Libertador Gral. Bernardo O'Higgins,33,Soltero(a),306000,59
Región de Valparaíso,99,Soltero(a),320000,140
Región Metropolitana de Santiago,48,Soltero(a),350000,188
Región Metropolitana de Santiago,30,Soltero(a),450000,145
Región de Ñuble,34,Divorciado (a),314000,78
Región de Coquimbo,49,Casado(a),650000,61
Región de Atacama,57,Conviviente o pareja sin acuerdo de unión civil,350000,38
Región del Biobío,30,Soltero(a),750000,85
Región de Magallanes y de la Antártica Chilena,70,Casado(a),1900000,34
Región de Valparaíso,30,Conviviente o pareja sin acuerdo de unión civil,260000,111
Región del Maule,62,Conviviente o pareja sin acuerdo de unión civil,450000,68
Región del Maule,56,Casado(a),250000,98
Región de Los Ríos,45,Casado(a),1200000,57
Región de Coquimbo,45,Casado(a),350000,91
Región del Biobío,47,Soltero(a),350000,73
Región de Los Lagos,46,Conviviente o pareja sin acuerdo de unión civil,320000,67
Región del Libertador Gral. Bernardo O'Higgins,25,Soltero(a),259000,112
Región del Biobío,47,Casado(a),427000,81
Región de Antofagasta,19,Soltero(a),350000,80
Región de Tarapacá,64,Anulado(a),480000,41
Región de Ñuble,43,Casado(a),1200000,322
Región de Tarapacá,50,Casado(a),291000,36
Región de Valparaíso,49,Conviviente o pareja sin acuerdo de unión civil,350000,55
Región del Maule,39,Separado(a),1025000,69
Región de Ñuble,25,Soltero(a),1150000,50
Región de Ñuble,56,Casado(a),60000,79
Región Metropolitana de Santiago,30,Casado(a),3200000,127
Región de Los Lagos,44,Casado(a),450000,106
Región Metropolitana de Santiago,33,Soltero(a),310000,108
Región de Atacama,49,Soltero(a),420000,21
